ID,Username,Time,Language,Text,Hashtags,Geo
20,4869350249,2022-04-25 09:13:17+00:00,en,💧 🇳🇱👉 Do you live in Zeeland or Rijnmond regions of the #Netherlands? Do you want to have a say about #climatechange solutions in your region? Then take part in this survey! https://t.co/wVhDJV01F9 (In Dutch and English) https://t.co/eYriDwkafb,"['netherlands?', 'climatechange']",
21,47675692,2022-04-25 09:13:15+00:00,en,"Methane's bad, right? 
Wrong! Fossil methane or fugitive methane are both catastrophic.
But if we catch the latter and use it to power our vehicles/lives, it can be a huge part of the solution:  https://t.co/K0UmJEZ79K
#podcast
#ClimateEmergency
#mondaythoughts #Mondayvibes","['podcast', 'climateemergency', 'mondaythoughts', 'mondayvibes']",
22,1167872090848075776,2022-04-25 09:13:06+00:00,en,RT @PatrickChopson: So wrong. 50% of all #plastic waste is from 2000 to today! 50% of all carbon ever emitted in human history since 1985.…,['plastic'],
23,895505718,2022-04-25 09:12:56+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
24,1328342600873435138,2022-04-25 09:12:56+00:00,en,"RT @MuskanM87817634: Simple ways to reduce plastic waste
#plasticpollution #solutions #saveEarth #savetheplanet #SaveSoilSaveLife #ClimateA…","['plasticpollution', 'solutions', 'saveearth', 'savetheplanet', 'savesoilsavelife', 'climatea…']",
25,1512924176960704525,2022-04-25 09:12:53+00:00,en,"RT @EverSmartCity: Five charts that show why our food is not ready for the #ClimateCrisis 
https://t.co/uxyVqVJTAS

#EarthDay
#EarthDay2022","['climatecrisis', 'earthday', 'earthday2022']",
26,4665388517,2022-04-25 09:12:53+00:00,en,"👋 @JohnKerry @TimmermansEU Southern Africa has been hit with storms that are taking lives and leaving thousands in urgent need.
 
Please ensure #ClimateCrisis #LossAndDamage resources are provided now so communities can adapt, mitigate and rebuild. https://t.co/8yZ6m6Enlw","['climatecrisis', 'lossanddamage']",
27,2684970169,2022-04-25 09:12:50+00:00,en,"RT @KeillerDon: Just a quick reminder of Gerald Kutney’s money-grubbing hypocrisy.
#ClimateBrawl #ClimateEmergency #ClimateCrisis https://t…","['climatebrawl', 'climateemergency', 'climatecrisis']",
28,1328342600873435138,2022-04-25 09:12:46+00:00,en,RT @SaveHoughEnd: https://t.co/VydeoxXB2V Please donate today to help save Hough End Fields. #ClimateCrisis #ClimateEmergency #ClimateActio…,"['climatecrisis', 'climateemergency', 'climateactio…']",
29,90272103,2022-04-25 09:12:40+00:00,en,"RT @ipfconline1: Many Use Cases of #QuantumComputing have Yet to be Invented

https://t.co/VRAPUTML74 v/ https://t.co/akrU8H7h57

#HealthTe…","['quantumcomputing', 'healthte…']",
30,1280122489939595264,2022-04-25 09:12:24+00:00,en,"One person killed in Nebraska, while hundreds of structures damaged in New Mexico, where thousands forced to leave

https://t.co/yWaPlurY1E

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climatecrisis #future #sustainability #pfas","['water', 'drought', 'flood', 'globalwarming', 'esg', 'environment', 'dayzero', 'heat', 'nature', 'climatechange', 'climatecrisis', 'future', 'sustainability', 'pfas']",
31,2978475864,2022-04-25 09:12:24+00:00,en,"RT @rosellacottage: You know the global warming #ClimateCrisis thingy that the BBC tells us about in every program?

Here’s the freeways an…",['climatecrisis'],
32,1218870979620999168,2022-04-25 09:12:12+00:00,en,RT @shaktimaragh: My #ShoutOutFriday this week goes to Angus Rose @Angus_Climate for his bravery. He commenced a #HungerStrike on March 14t…,"['shoutoutfriday', 'hungerstrike']",
33,4884299633,2022-04-25 09:12:12+00:00,en,"""To have a real shot at fighting the #climatecrisis, we must move faster, think bigger, &amp; work together.""

Check out the PR for our 'Unlocking Net Zero' whitepaper - showing how data can power our fight against climate change: https://t.co/1tF8P2nne3

#earthweek 
@bright_init https://t.co/Cr8H6ISKLy","['climatecrisis,', 'earthweek']",
34,1271207302406823938,2022-04-25 09:12:02+00:00,en,RT @slgoodenough: 150+ independent experts came together to strengthen &amp; consolidate best practice for #ClimateAction. Now we want to hear…,['climateaction.'],
35,60848847,2022-04-25 09:12:01+00:00,en,"'As a result, we are on a high-speed train that is about to take 8 billion people off a climate catastrophe cliff. Financialization has created a system that is no longer attached to the real world.' #climatechange https://t.co/AfiPFn13kv",['climatechange'],
36,1409411380122320896,2022-04-25 09:11:55+00:00,en,"RT @antonioach_3: what would you #change if you had a #time #machine?
#love
#travel
#nowar
#climatechange https://t.co/OpTAZ1YEUE","['change', 'time', 'machine?', 'love', 'travel', 'nowar', 'climatechange']",
37,392644713,2022-04-25 09:11:50+00:00,en,"Both major parties will not be addressing extinction and land-clearing. We are going to need a high independent and Green party vote to stop this. #auspol #extinctionRebellion #ClimateCrisis 
https://t.co/LY7ozUHq6G","['auspol', 'extinctionrebellion', 'climatecrisis']",
38,147501168,2022-04-25 09:11:48+00:00,en,"RT @IRWorldwide: After the relentless rain, South Africa sounds the alarm on the #ClimateCrisis - many are still missing after this month’s…",['climatecrisis'],
39,2349105170,2022-04-25 09:11:36+00:00,en,"RT @MarchToTheMedia: Stopping #ClimateChange will require direct action from all of us, not just the #ScientistRebellion. It's time to dema…","['climatechange', 'scientistrebellion.']",
40,117709930,2022-04-25 09:11:36+00:00,en,RT @ScottishCCs: .@KSBScotland is offering free #ClimateEmergency training to anyone living in the Falkirk Council area - including volunte…,['climateemergency'],
41,1280122489939595264,2022-04-25 09:11:29+00:00,en,"Crops are already seeing losses from heat and drought. Can genetic diversity – a return to foods’ origins – help combat the climate challenges ahead?

https://t.co/vD2PB4qTGO

#water #drought #flood #globalwarming #ESG #environment #dayzero #heat #nature #climatechange #climate","['water', 'drought', 'flood', 'globalwarming', 'esg', 'environment', 'dayzero', 'heat', 'nature', 'climatechange', 'climate']",
42,1196412332,2022-04-25 09:11:27+00:00,en,RT @BGAlliance: Our policy advisor Ian Wells explains how investing in industrial transformation to reduce emissions can support #AmericanM…,['americanm…'],
43,134467923,2022-04-25 09:11:27+00:00,it,RT @le_scienze: #ClimateCrisis #clima #ambiente Gli scienziati hanno capito la causa del recente record negativo di ghiaccio marino in Anta…,"['climatecrisis', 'clima', 'ambiente']",
44,481664096,2022-04-25 09:11:18+00:00,und,RT @jssuubi99: #renewableenergy #ClimateActionNow #ClimateCrisis #climate,"['renewableenergy', 'climateactionnow', 'climatecrisis', 'climate']",
45,245682624,2022-04-25 09:11:11+00:00,en,"RT @BSC_CNS: The Mediterranean🌊has been identified as a #ClimateChange hotspot due to increased warming trends🌡️&amp; precipitation decline

🔹A…",['climatechange'],
46,740859756,2022-04-25 09:11:06+00:00,en,"‘the 15-minute city’: changing the current urban planning to ensure that all our needs are just 15 minutes away. This idea from the lastest @IPCC report is a great way to reduce the need for cars.

Read the report➡️ https://t.co/UvUZInxdNe

#trafficmalta #climatechange #IPCC https://t.co/NXrpDF09Iy","['trafficmalta', 'climatechange', 'ipcc']",
47,1251457000199778304,2022-04-25 09:11:01+00:00,en,"RT @PIBWater: As the world faces an increasingly critical need to address #ClimateChange, to keep our #environment healthy and #Sustainable…","['climatechange,', 'environment', 'sustainable…']",
48,238395683,2022-04-25 09:10:32+00:00,en,RT @BrentToderian: Still think “better vehicles” (&amp; car companies) will ever solve our problems?  #ClimateCrisis #CarDependency https://t.c…,"['climatecrisis', 'cardependency']",
49,339588773,2022-04-25 09:10:31+00:00,en,"RT @detoxconflict: ""Years of renewed conflicts have weakened #Libya's capacity to adapt to #ClimateChange while needed resources to mitigat…","[""libya's"", 'climatechange']",
50,4596301403,2022-04-25 09:10:25+00:00,en,"RT @UNDP: “Even though we, the youth, are not directly responsible for #ClimateChange, we are the ones to feel them on our skin.” Anastasij…","['climatechange,']",
51,1150422763007401984,2022-04-25 09:10:22+00:00,en,"RT @AmbujaCementACL: Holcim India and its two Operating Companies-Ambuja Cements and ACC launched their second video of #changethestory, a…","['changethestory,']",
52,1173135953860419592,2022-04-25 09:10:11+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
53,1358153910989553667,2022-04-25 09:10:10+00:00,und,RT @climatemessages: #ClimateEmergency #ClimateActionNow https://t.co/MGPc9DaX9O,"['climateemergency', 'climateactionnow']",
54,1226849411923369984,2022-04-25 09:09:49+00:00,en,"Simple ways to reduce plastic waste
#plasticpollution #solutions #saveEarth #savetheplanet #SaveSoilSaveLife #ClimateActionNow #ClimateCrisis #Ecosystem #reuse #recycle #LetTheEarthBreath https://t.co/Bnc69qXpf6","['plasticpollution', 'solutions', 'saveearth', 'savetheplanet', 'savesoilsavelife', 'climateactionnow', 'climatecrisis', 'ecosystem', 'reuse', 'recycle', 'lettheearthbreath']",
55,919660119499030528,2022-04-25 09:09:45+00:00,en,Protecting old growth forests is one of the best things we can do to mitigate the impacts of #climatechange. Sign the @standearth petition to protect the last giant trees from logging! #bcpoli https://t.co/dhWDFVrd8N,"['climatechange.', 'bcpoli']",
56,1167826204910673921,2022-04-25 09:09:32+00:00,en,"RT @ProfBillMcGuire: Yes, this is Dorset. Expect much worse than this in the years ahead

#climate #ClimateActionNow #ClimateEmergency #Ext…","['climate', 'climateactionnow', 'climateemergency', 'ext…']",
57,1389496337599811585,2022-04-25 09:09:32+00:00,en,"RT @minaguli: This is devastating. But this is our reality. 

Our planet is running dry. 😔

#ClimateChange is water change. 

Credit: @guar…",['climatechange'],
58,86834324,2022-04-25 09:09:29+00:00,en,RT @WoodlandTrust: The demand for trees to tackle #ClimateChange is growing! This is an opportunity for the next NI Assembly to support gre…,['climatechange'],
59,1201542596243402752,2022-04-25 09:09:25+00:00,en,"#climatechange #climateandhealth #health #Spain #mitigation
My article is now available open access in The Journal of Climate Change and Health!🌍'Paying lip service to health' explores the inclusion of health in the latest mitigation policies in Spain. 
https://t.co/PRHyeXrPIx","['climatechange', 'climateandhealth', 'health', 'spain', 'mitigation']",
60,1052283731338092544,2022-04-25 09:09:22+00:00,en,"‘…Australians define ourselves through our wildlife. We’ve got them on our money, our sports teams, our coat of arms, the tail of Qantas. We can’t keep defining ourselves by our wildlife when we’re losing it to extinction.”

#AusVotes2022 #ClimateCrisis https://t.co/peAtGHjzjE","['ausvotes2022', 'climatecrisis']",
61,1196412332,2022-04-25 09:09:19+00:00,en,RT @BGAlliance: Healthy ecosystems are key to building resilient communities that can adapt to the impacts of #ClimateChange. Our Karsyn Ke…,['climatechange.'],
62,1425686717525217285,2022-04-25 09:09:15+00:00,en,"RT @ksnfold: here are some ways to help!!

#LetTheEarthBreath 
#scientistprotest 
#ClimateCrisis https://t.co/MPBGYax8ty","['lettheearthbreath', 'scientistprotest', 'climatecrisis']",
63,1202656180268621824,2022-04-25 09:09:11+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
64,1417574617879822341,2022-04-25 09:09:11+00:00,en,RT @AdamHastie6: #conservation of #tropicalpeatlands is essential to keep their massive #carbon stores in the ground and mitigate #climatec…,"['conservation', 'tropicalpeatlands', 'carbon', 'climatec…']",
65,1298649715215683585,2022-04-25 09:09:07+00:00,en,"Nelson Bay, South Africa (population: 1,281,000) headed for Day Zero by end of May. No rain forecast. 

All the latest #climatecrisis news from around the world here:

https://t.co/i8b1sQjSSj",['climatecrisis'],
66,16193678,2022-04-25 09:09:04+00:00,en,"Harnessing Ghana Solar Energy on Joyprime TV. #Power #ClimateEmergency [Video]: In this video we will explore the world's fastest improving renewable energy source of power, and provide in-depth analysis on what you should consider for Solar Energy… https://t.co/yPvf16LCOD https://t.co/WnwbKxjgYO","['power', 'climateemergency']",
67,1414760688141078533,2022-04-25 09:09:03+00:00,en,Harnessing Ghana Solar Energy on Joyprime TV. #Power #ClimateEmergency [Video] https://t.co/09LgLIENnf,"['power', 'climateemergency']",
68,97307535,2022-04-25 09:08:58+00:00,en,"RT @ClimateNewsAus: We assess if Australia is doing its fair share to stop #ClimateChange?
#ClimateAction #ClimateCrisis #CarbonEmissions #…","['climatechange?', 'climateaction', 'climatecrisis', 'carbonemissions', '…']",
69,942742227926835201,2022-04-25 09:08:54+00:00,en,"RT @alfez_bhatti: We will save the earth,
Then the earth will save us. 🌍

.
.
.
#saveearth #stoppollution #zerowaste #breakingnews #stopdef…","['saveearth', 'stoppollution', 'zerowaste', 'breakingnews', 'stopdef…']",
70,2440287290,2022-04-25 09:08:49+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
71,76616401,2022-04-25 09:08:41+00:00,en,"RT @hiavrodrigues: Growing up by the 🌊, I'm one of 3 billion people who witness 1st hand impacts of #climatechange on marine life, business…",['climatechange'],
72,437399013,2022-04-25 09:08:40+00:00,en,"RT @KingsCollegeLon: Tom Matthews (@TkrMatthews86) Senior Lecturer in Environmental Geography, is leading the #ReturnToEverest expedition t…",['returntoeverest'],
73,2212158144,2022-04-25 09:08:40+00:00,en,RT @AXAResearchFund: ⌛️3 days left to apply to @Axa fellowship in #health impacts of #climatechange.,"['health', 'climatechange.']",
74,20025516,2022-04-25 09:08:38+00:00,und,RT @zaioszaios: #antireport #ClimateCrisis,"['antireport', 'climatecrisis']",
75,148733100,2022-04-25 09:08:35+00:00,en,"The atlas reports that in China logging bans and tree-planting initiatives have led to the world’s most extensive #reforestation effort. 

Governments should enforce #logging bans and put in place measures to preserve the worlds forests, facing immense threats.  #climatechange https://t.co/Ow5C3VT0zr","['reforestation', 'logging', 'climatechange']",
76,27855248,2022-04-25 09:08:33+00:00,en,"After the relentless rain, South Africa sounds the alarm on the #ClimateCrisis - many are still missing after this month’s floods.

“The rain was so heavy and wind so strong we feared the windows would break” - Fernaaz Hussain, @islamicreliefsa

@guardian: https://t.co/u468PNX4Eb",['climatecrisis'],
77,1308456524898013184,2022-04-25 09:08:21+00:00,en,"We hear a lot about negative tipping points #ClimateCrisis but triggering positive tipping points can make a difference too. Tim Lenton, Director of @GSI_Exeter looks at how these small changes can offer hope and how to identify them.
@UniofExeterNews @GW4Alliance https://t.co/UZidnyTG3d",['climatecrisis'],
78,159413987,2022-04-25 09:08:19+00:00,en,⌛️3 days left to apply to @Axa fellowship in #health impacts of #climatechange. https://t.co/ICaG8Z5lhs,"['health', 'climatechange.']",
79,188645481,2022-04-25 09:08:19+00:00,en,"""As part of our #TheClimateConnection project we co-created projects around the world, building on new and existing partnerships.""

This video gives a taste of some of the projects from young people: https://t.co/a26sSOSGPk

#COP26 
#ClimateCrisis https://t.co/RqT80RYIxF","['theclimateconnection', 'cop26', 'climatecrisis']",
80,779354632296493056,2022-04-25 09:08:14+00:00,en,"🦟@LSHTM_malaria's #WorldMalariaDay event is happening today at 12:30 BST! 

Join us to explore links between #malaria, #dengue and #climatechange 👇

https://t.co/G4KgY5zAEC

@drrachellowe @SophieStats10 @IsabelKFletcher @Gabc91 @cmmid_lshtm @AASciences @wellcometrust https://t.co/at5RTwTkfx","['worldmalariaday', 'malaria,', 'dengue', 'climatechange']",
81,812647238547763203,2022-04-25 09:08:11+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
82,1390231499803295745,2022-04-25 09:08:02+00:00,en,"RT @icimod: 📢Are you a journalist passionate about developing compelling narratives around #climatechange in the #HKH?

Are you interested…","['climatechange', 'hkh?']",
83,860890317142114304,2022-04-25 09:07:59+00:00,en,"RT @alfez_bhatti: We will save the earth,
Then the earth will save us. 🌍

.
.
.
#saveearth #stoppollution #zerowaste #breakingnews #stopdef…","['saveearth', 'stoppollution', 'zerowaste', 'breakingnews', 'stopdef…']",
84,350869622,2022-04-25 09:07:59+00:00,en,"#6thGNBCC: Ms. Edith Hödl (@ICPDR_ORG): “In December 2021, ICPDR adopted 2 major plans for #Climatechange #Adaptation in the #Danube #basin: the river management plan &amp; the Flood management plan, now being implemented by the Member States”. https://t.co/J1FMI2Nl2J","['6thgnbcc:', 'climatechange', 'adaptation', 'danube', 'basin:']",
85,1440234842499649545,2022-04-25 09:07:49+00:00,en,"@_GlobalCrisis_ @LizaKhromova It's very important to figure out what's going on and what we can do in this situation! Thank you, @LizaKhromova! 
#geology #astrophysics #volcanology #seismology
#CreativeSociety #WeWant2Live #ClimateCrisis","['geology', 'astrophysics', 'volcanology', 'seismology', 'creativesociety', 'wewant2live', 'climatecrisis']",
86,729005608263921664,2022-04-25 09:07:43+00:00,en,"RT @moorsforfuture: ""The #ClimateEmergency: we're all more aware of the fact that we can't ignore it any longer.""
In this podcast Dr Cath F…",['climateemergency:'],
87,873544459413331968,2022-04-25 09:07:41+00:00,en,"RT @latimeralder: #ClimateEmergency ?

Sea level is rising at 1 foot per century.

==&gt; If you live more than 10 feet (3 metres) above today…",['climateemergency'],
88,2981072902,2022-04-25 09:07:40+00:00,en,"#careexperience #ClimateAction #ClimateCrisis 
Support young people under 17 to shape what governments must do to protect the environment the climate crisis. Get involved in the #UnitedNations 
Get involved https://t.co/iDKb0YpeXR","['careexperience', 'climateaction', 'climatecrisis', 'unitednations']",
89,950900447908306944,2022-04-25 09:07:35+00:00,en,"@GavinCoote @ISCAustralia And the $50 million for Koalas announced by @sussanley is 800 times less than the value of the same Government’s #FossilFuel subsidies which contribute to the greatest #extinction threat to Koalas, #ClimateChange!","['fossilfuel', 'extinction', 'climatechange!']",
90,987830864401739776,2022-04-25 09:07:34+00:00,en,"#SolomonIslands like #UnitedNations sees #Australia under this govt as a laggard on #climatechange.
They sign the security deal which may or may not include #emissionsreductions.
#COP26 
#AustraliaVotes","['solomonislands', 'unitednations', 'australia', 'climatechange.', 'emissionsreductions.', 'cop26', 'australiavotes']",
91,1485388309362790405,2022-04-25 09:07:28+00:00,en,RT @PeggyStuart: #OR5 has faced more than one #ClimateEmergency in recent times. @JamieforOregon has shown leadership in dealing with crise…,"['or5', 'climateemergency']",
92,1412007300420845568,2022-04-25 09:07:23+00:00,en,RT @SaveHoughEnd: https://t.co/VydeoxXB2V Please donate today to help save Hough End Fields. #ClimateCrisis #ClimateEmergency #ClimateActio…,"['climatecrisis', 'climateemergency', 'climateactio…']",
93,326765653,2022-04-25 09:07:17+00:00,und,#Shell #Milieudefensie #FossilFuel #olie #gas #klimaat #ClimateCrisis. #streetphotography #straatfotografie #journalistiek. https://t.co/U9oIJ2dkr9,"['shell', 'milieudefensie', 'fossilfuel', 'olie', 'gas', 'klimaat', 'climatecrisis.', 'streetphotography', 'straatfotografie', 'journalistiek.']",
94,1390231499803295745,2022-04-25 09:07:15+00:00,en,"RT @icimod: The #HKH is at a greater risk of intangible losses and the loss of cultural values.

@IPCC_CH's latest #ClimateReport sheds lig…","['hkh', 'climatereport']",
95,1729193269,2022-04-25 09:07:11+00:00,en,"RT @SPE_Token_BSC: ❗️Last year we saw many major climate disasters

#ClimateChange is no longer a forecast but a reality

⏳The cost of igno…",['climatechange'],
96,1320694295364599809,2022-04-25 09:07:06+00:00,en,"RT @KingsCollegeLon: Tom Matthews (@TkrMatthews86) Senior Lecturer in Environmental Geography, is leading the #ReturnToEverest expedition t…",['returntoeverest'],
97,1334166050167025665,2022-04-25 09:07:04+00:00,it,"Primi step in vista della 27a edizione della Conferenza delle Parti nell’ambito della Conferenza quadro sui Cambiamenti Climatici dell’Onu (UNFCCC): dopo la Scozia, spazio all’Egitto dal 7 al 18 novembre 2022 https://t.co/sAxDY5Zto6 #ClimateChange #ClimateAction #COP27","['climatechange', 'climateaction', 'cop27']",
98,1406633940576657409,2022-04-25 09:06:44+00:00,en,"RT @awaicekhan: Wow…Just for reference 40°C  = 104°F
&amp; 50°C = 122°F……and it is just getting started! #ClimateCrisis",['climatecrisis'],
99,1172860423,2022-04-25 09:06:32+00:00,en,"""The rain begins with a single drop.""
 - Manal al-Sharif, human rights activist #ClimateActionNow #ClimateEmergency","['climateactionnow', 'climateemergency']",
100,2978475864,2022-04-25 09:06:14+00:00,en,"RT @KeillerDon: Just a quick reminder of Gerald Kutney’s money-grubbing hypocrisy.
#ClimateBrawl #ClimateEmergency #ClimateCrisis https://t…","['climatebrawl', 'climateemergency', 'climatecrisis']",
101,303739857,2022-04-25 09:06:14+00:00,en,"The Mediterranean🌊has been identified as a #ClimateChange hotspot due to increased warming trends🌡️&amp; precipitation decline

🔹A new BSC study reduces future uncertainties in the region by analysing climate projections under different emission scenarios
➡https://t.co/cmHf1k5ChF https://t.co/DiUm1BtoI9",['climatechange'],
102,1264622588,2022-04-25 09:06:07+00:00,en,RT @RagusoSergio: 🌍 Everyday is #EarthDay2022 &amp; we have created a special edition of #EngineerInnovation exploring how Simcenter is helping…,"['earthday2022', 'engineerinnovation']",
103,1443560143237570562,2022-04-25 09:05:57+00:00,en,"Meet BRUGG Group, our Gold Sponsor! A true Swiss #pioneer in e-mobility, a provider of fast-charging cables and plug solutions! They are supercharging #emobility with their innovations, which is extremely important in the fight against #climatechange. https://t.co/OxpshPcFOX","['pioneer', 'emobility', 'climatechange.']",
104,1729193269,2022-04-25 09:05:55+00:00,en,RT @RagusoSergio: 🌍 Everyday is #EarthDay2022 &amp; we have created a special edition of #EngineerInnovation exploring how Simcenter is helping…,"['earthday2022', 'engineerinnovation']",
105,1485175039502983169,2022-04-25 09:05:52+00:00,en,"RT @cpsavesoil: How soil can address #ClimateChange.
@SadhguruJV @ErikSolheim 
Action Now: https://t.co/z6MmqMf5nE
#EarthDay #SaveSoil #Con…","['climatechange.', 'earthday', 'savesoil', 'con…']",
106,2333254608,2022-04-25 09:05:43+00:00,en,RT @murtazawahab1: The easiest way to tackle the affects of #ClimateChange is to plant trees aggressively today. #KMC is playing its role b…,"['climatechange', 'kmc']",
107,1360035053464547335,2022-04-25 09:05:41+00:00,en,"RT @mwheatland: When someone suggests #NuclearEnergy is cheaper than #wind and #renewableenergy.
#climateTech #climatechange #GlobalWarming…","['nuclearenergy', 'wind', 'renewableenergy.', 'climatetech', 'climatechange', 'globalwarming…']",
108,1729193269,2022-04-25 09:05:35+00:00,en,"RT @JulsJulsblues: 'Addressing the effects of #ClimateChange CANNOT be ACHIEVED WITHOUT also ADDRESSING the LEGACIES of COLONIALISM.'
https…",['climatechange'],
